"ExperimentId","GeneratedAtUtc","ScenarioId","ParameterGroup","ParameterName","Direction","ProfileId","OutputTheme","FallbackUsed","ThemeConfidence","ThemeMargin","Ice","Forest","Galaxy","Ocean","Holy","WeaponTopModule","WeaponSelectedModule","BossTopModule","BossSelectedModule","RegionTopModule","RegionSelectedModule","ThemeChangedVsBaseline","TopSlotsChangedVsBaseline"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","Baseline","Baseline","No parameter change","Baseline","Player_11","Forest","FALSE","0.581922","0.43414","0.042463","0.581922","0.109928","0.147782","0.127011","Weapon_Dagger","Weapon_Staff","Boss_SeaTurtle","Boss_SeaTurtle","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","Baseline","Baseline","No parameter change","Baseline","Player_12","Neutral","TRUE","0.266808","0.122564","0.144244","0.266808","0.038949","0","0","Weapon_Sword","Weapon_Sword","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_01","Ice","FALSE","0.626786","0.440982","0.626786","0.185805","0","0.13648","0.138976","Weapon_Bow","Weapon_Bow","Boss_IceDragon","Boss_SeaTurtle","Region_SnowfieldRuins","Region_SnowfieldRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_02","Galaxy","FALSE","0.655575","0.483497","0.053154","0.080897","0.655575","0.172078","0.140796","Weapon_Axe","Weapon_Axe","Boss_StarGiant","Boss_StarGiant","Region_SkyRuins","Region_SkyRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_03","Holy","FALSE","0.707158","0.55777","0.149388","0.060906","0.138947","0.091585","0.707158","Weapon_Staff","Weapon_Staff","Boss_IceDragon","Boss_AncientCultLeader","Region_MonasteryRuins","Region_MonasteryRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_04","Neutral","TRUE","0.37589","0.012217","0.37589","0.363673","0.124464","0.064405","0.122415","Weapon_Sword","Weapon_Bow","Boss_StarGiant","Boss_StarGiant","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_05","Neutral","TRUE","0.233515","0.114054","0.066739","0.233515","0.11946","0","0.030286","Weapon_Dagger","Weapon_Staff","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_06","Ocean","FALSE","0.606641","0.418078","0.100031","0.102251","0.035096","0.606641","0.188563","Weapon_Staff","Weapon_Staff","Boss_SeaTurtle","Boss_SeaTurtle","Region_OceanRuins","Region_OceanRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_07","Galaxy","FALSE","0.665678","0.459819","0.163538","0.037331","0.665678","0.065497","0.205859","Weapon_Hammer","Weapon_Dagger","Boss_IceDragon","Boss_StarGiant","Region_SkyRuins","Region_SkyRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_08","Neutral","TRUE","0.461619","0.112239","0.34938","0.461619","0.01445","0.050456","0.111162","Weapon_Sword","Weapon_Sword","Boss_Goblin","Boss_Goblin","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_09","Neutral","TRUE","0.173557","0.034262","0.131052","0.005832","0.173557","0.139294","0.086929","Weapon_Axe","Weapon_Axe","Boss_StarGiant","Boss_StarGiant","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_10","Neutral","TRUE","0.278225","0.025242","0.278225","0.148437","0.174857","0.252983","0.245448","Weapon_Sword","Weapon_Axe","Boss_IceDragon","Boss_SeaTurtle","Region_OceanRuins","Region_MonasteryRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_11","Forest","FALSE","0.581887","0.434105","0.042366","0.581887","0.109744","0.147782","0.127327","Weapon_Dagger","Weapon_Staff","Boss_SeaTurtle","Boss_SeaTurtle","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Minus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Minus10Percent","Player_12","Neutral","TRUE","0.267179","0.123331","0.143848","0.267179","0.038972","0","0","Weapon_Sword","Weapon_Sword","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_01","Ice","FALSE","0.625548","0.435692","0.625548","0.189856","0","0.13502","0.137622","Weapon_Bow","Weapon_Bow","Boss_IceDragon","Boss_SeaTurtle","Region_SnowfieldRuins","Region_SnowfieldRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_02","Galaxy","FALSE","0.654008","0.477993","0.052287","0.079692","0.654008","0.176015","0.140498","Weapon_Axe","Weapon_Axe","Boss_StarGiant","Boss_StarGiant","Region_SkyRuins","Region_SkyRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_03","Holy","FALSE","0.710798","0.562148","0.14865","0.059819","0.138396","0.090322","0.710798","Weapon_Staff","Weapon_Staff","Boss_IceDragon","Boss_AncientCultLeader","Region_MonasteryRuins","Region_MonasteryRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_04","Neutral","TRUE","0.376245","0.01236","0.376245","0.363886","0.12412","0.064386","0.12221","Weapon_Sword","Weapon_Bow","Boss_StarGiant","Boss_StarGiant","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_05","Neutral","TRUE","0.233119","0.112364","0.066395","0.233119","0.120756","0","0.02973","Weapon_Dagger","Weapon_Staff","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_06","Ocean","FALSE","0.606933","0.418244","0.099799","0.102251","0.034912","0.606933","0.188688","Weapon_Staff","Weapon_Staff","Boss_SeaTurtle","Boss_SeaTurtle","Region_OceanRuins","Region_OceanRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_07","Galaxy","FALSE","0.666251","0.459185","0.162895","0.036877","0.666251","0.064816","0.207065","Weapon_Hammer","Weapon_Hammer","Boss_IceDragon","Boss_StarGiant","Region_SkyRuins","Region_SkyRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_08","Neutral","TRUE","0.460991","0.109248","0.351743","0.460991","0.013984","0.049604","0.110746","Weapon_Sword","Weapon_Sword","Boss_Goblin","Boss_Goblin","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_09","Neutral","TRUE","0.172702","0.031273","0.130583","0.005832","0.172702","0.141429","0.086117","Weapon_Axe","Weapon_Axe","Boss_StarGiant","Boss_StarGiant","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_10","Neutral","TRUE","0.278225","0.025242","0.278225","0.148437","0.174857","0.252983","0.245448","Weapon_Sword","Weapon_Axe","Boss_IceDragon","Boss_SeaTurtle","Region_OceanRuins","Region_MonasteryRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_11","Forest","FALSE","0.581954","0.434172","0.042554","0.581954","0.110098","0.147782","0.126718","Weapon_Dagger","Weapon_Staff","Boss_SeaTurtle","Boss_SeaTurtle","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponChoiceShareWeight_Plus10Percent","Weapon slot score weights","WeaponChoiceShareWeight","Plus10Percent","Player_12","Neutral","TRUE","0.266468","0.121863","0.144605","0.266468","0.038927","0","0","Weapon_Sword","Weapon_Sword","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_01","Ice","FALSE","0.625415","0.435026","0.625415","0.190389","0","0.134793","0.13745","Weapon_Bow","Weapon_Bow","Boss_IceDragon","Boss_SeaTurtle","Region_SnowfieldRuins","Region_SnowfieldRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_02","Galaxy","FALSE","0.653835","0.477397","0.052241","0.079459","0.653835","0.176438","0.140527","Weapon_Axe","Weapon_Axe","Boss_StarGiant","Boss_StarGiant","Region_SkyRuins","Region_SkyRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_03","Holy","FALSE","0.71129","0.562641","0.148649","0.059637","0.138317","0.090091","0.71129","Weapon_Staff","Weapon_Staff","Boss_IceDragon","Boss_AncientCultLeader","Region_MonasteryRuins","Region_MonasteryRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_04","Neutral","TRUE","0.376192","0.012342","0.376192","0.36385","0.124078","0.064494","0.122233","Weapon_Sword","Weapon_Bow","Boss_StarGiant","Boss_StarGiant","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_05","Neutral","TRUE","0.233106","0.112118","0.066273","0.233106","0.120988","0","0.029633","Weapon_Dagger","Weapon_Staff","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_06","Ocean","FALSE","0.60689","0.418038","0.099712","0.102251","0.034879","0.60689","0.188852","Weapon_Staff","Weapon_Staff","Boss_SeaTurtle","Boss_SeaTurtle","Region_OceanRuins","Region_OceanRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_07","Galaxy","FALSE","0.666371","0.459063","0.162784","0.036778","0.666371","0.064661","0.207308","Weapon_Hammer","Weapon_Hammer","Boss_IceDragon","Boss_StarGiant","Region_SkyRuins","Region_SkyRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_08","Neutral","TRUE","0.460872","0.108708","0.352164","0.460872","0.013905","0.049422","0.110704","Weapon_Sword","Weapon_Sword","Boss_Goblin","Boss_Goblin","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_09","Neutral","TRUE","0.17257","0.030837","0.130542","0.005832","0.17257","0.141733","0.085988","Weapon_Axe","Weapon_Axe","Boss_StarGiant","Boss_StarGiant","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_10","Neutral","TRUE","0.278225","0.025242","0.278225","0.148437","0.174857","0.252983","0.245448","Weapon_Sword","Weapon_Axe","Boss_IceDragon","Boss_SeaTurtle","Region_OceanRuins","Region_MonasteryRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_11","Forest","FALSE","0.582007","0.434225","0.042622","0.582007","0.110078","0.147782","0.126617","Weapon_Dagger","Weapon_Staff","Boss_SeaTurtle","Boss_SeaTurtle","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Minus10Percent","Weapon slot score weights","WeaponUseRateWeight","Minus10Percent","Player_12","Neutral","TRUE","0.266177","0.12109","0.145087","0.266177","0.038735","0","0","Weapon_Sword","Weapon_Sword","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_01","Ice","FALSE","0.626805","0.441149","0.626805","0.185656","0","0.136566","0.13902","Weapon_Bow","Weapon_Bow","Boss_IceDragon","Boss_SeaTurtle","Region_SnowfieldRuins","Region_SnowfieldRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_02","Galaxy","FALSE","0.6556","0.483574","0.053123","0.081008","0.6556","0.172025","0.140745","Weapon_Axe","Weapon_Axe","Boss_StarGiant","Boss_StarGiant","Region_SkyRuins","Region_SkyRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_03","Holy","FALSE","0.707017","0.55769","0.149327","0.06098","0.138972","0.091688","0.707017","Weapon_Staff","Weapon_Staff","Boss_IceDragon","Boss_AncientCultLeader","Region_MonasteryRuins","Region_MonasteryRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_04","Neutral","TRUE","0.375968","0.012245","0.375968","0.363723","0.124473","0.064306","0.122377","Weapon_Sword","Weapon_Bow","Boss_StarGiant","Boss_StarGiant","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_05","Neutral","TRUE","0.233493","0.114136","0.066822","0.233493","0.119358","0","0.030327","Weapon_Dagger","Weapon_Staff","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_06","Ocean","FALSE","0.606705","0.41828","0.100091","0.102251","0.03511","0.606705","0.188425","Weapon_Staff","Weapon_Staff","Boss_SeaTurtle","Boss_SeaTurtle","Region_OceanRuins","Region_OceanRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_07","Galaxy","FALSE","0.665617","0.459877","0.163584","0.037382","0.665617","0.065581","0.20574","Weapon_Hammer","Weapon_Dagger","Boss_IceDragon","Boss_StarGiant","Region_SkyRuins","Region_SkyRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_08","Neutral","TRUE","0.461674","0.112479","0.349196","0.461674","0.014483","0.050549","0.111165","Weapon_Sword","Weapon_Sword","Boss_Goblin","Boss_Goblin","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_09","Neutral","TRUE","0.173605","0.034407","0.13105","0.005832","0.173605","0.139198","0.086979","Weapon_Axe","Weapon_Axe","Boss_StarGiant","Boss_StarGiant","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_10","Neutral","TRUE","0.278225","0.025242","0.278225","0.148437","0.174857","0.252983","0.245448","Weapon_Sword","Weapon_Axe","Boss_IceDragon","Boss_SeaTurtle","Region_OceanRuins","Region_MonasteryRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_11","Forest","FALSE","0.581845","0.434063","0.04232","0.581845","0.109793","0.147782","0.127367","Weapon_Dagger","Weapon_Staff","Boss_SeaTurtle","Boss_SeaTurtle","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponUseRateWeight_Plus10Percent","Weapon slot score weights","WeaponUseRateWeight","Plus10Percent","Player_12","Neutral","TRUE","0.267387","0.123919","0.143468","0.267387","0.039145","0","0","Weapon_Sword","Weapon_Sword","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponInvestmentShareWeight_Minus10Percent","Weapon slot score weights","WeaponInvestmentShareWeight","Minus10Percent","Player_01","Ice","FALSE","0.626216","0.438639","0.626216","0.187577","0","0.135876","0.138378","Weapon_Bow","Weapon_Bow","Boss_IceDragon","Boss_SeaTurtle","Region_SnowfieldRuins","Region_SnowfieldRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponInvestmentShareWeight_Minus10Percent","Weapon slot score weights","WeaponInvestmentShareWeight","Minus10Percent","Player_02","Galaxy","FALSE","0.654858","0.480968","0.05271","0.080442","0.654858","0.17389","0.1406","Weapon_Axe","Weapon_Axe","Boss_StarGiant","Boss_StarGiant","Region_SkyRuins","Region_SkyRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponInvestmentShareWeight_Minus10Percent","Weapon slot score weights","WeaponInvestmentShareWeight","Minus10Percent","Player_03","Holy","FALSE","0.708736","0.559763","0.148973","0.060468","0.138712","0.091094","0.708736","Weapon_Staff","Weapon_Staff","Boss_IceDragon","Boss_AncientCultLeader","Region_MonasteryRuins","Region_MonasteryRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponInvestmentShareWeight_Minus10Percent","Weapon slot score weights","WeaponInvestmentShareWeight","Minus10Percent","Player_04","Neutral","TRUE","0.376141","0.012314","0.376141","0.363827","0.124311","0.06429","0.122278","Weapon_Sword","Weapon_Bow","Boss_StarGiant","Boss_StarGiant","Region_ForestRuins","Region_ForestRuins","FALSE","FALSE"
"PCG_VFX_OAT_Sensitivity_20260826_153906","2026-08-26T15:39:06.2831112Z","WeaponInvestmentShareWeight_Minus10Percent","Weapon slot score weights","WeaponInvestmentShareWeight","Minus10Percent","Player_05","Neutral","TRUE","0.233305","0.113338","0.066664","0.233305","0.119966","0","0.030066","Weapon_Dagger","Weapon_Staff","Boss_Goblin","Boss_Goblin","","","FALSE","FALSE"
